price,mileage,mpg
10999,16613,62.8
3995,33563,55.4
15995,46210,54.3
12787,39772,67.3
17999,35495,56.5
8699,7973,65.7
7147,32780,65.7
6934,42020,65.7
9999,14063,65.7
6540,27550,54.3
8244,19453,78.5
9545,33190,67.3
22499,21000,36.7
6992,32482,44.1
9834,32151,64.2
17098,22431,67.3
8599,22517,68.9
13999,39993,45.6
7349,9595,44.1
14331,33230,52.3
9491,30380,74.3
8199,33196,44.8
5899,46314,54.3
7132,29639,54.3
10449,17468,78.5
11275,32508,68.9
12499,52492,50.4
9299,18328,88.3
8105,32268,65.7
16399,39967,54.3
7763,29435,54.3
11318,40402,39.2
6790,60918,65.7
19000,5310,46.3
9995,22607,65.7
3918,40150,57.7
9293,33872,47.9
4431,41485,76.4
13919,45000,60.1
10999,31620,58.9
13449,15250,57.7
8399,19913,47.1
18199,13000,41.5
11999,26973,57.7
18700,3095,64.2
7825,22502,65.7
15510,1786,58.9
12012,20621,57.7
9893,39888,52.3
14652,20059,40.3
7511,46243,78.5
17999,3521,64.2
19900,22188,47.9
7891,15543,54.3
7376,41976,44.1
8344,19648,65.7
9610,50332,51.4
9709,45690,64.2
7731,26822,65.7
10295,23742,74.3
17999,32910,56.5
10999,30295,65.7
25000,21632,35.3
9186,19659,74.4
12295,23016,51.4
10999,13671,60.1
12120,16853,57.7
12499,17330,74.3
7899,60482,74.3
11999,20310,74.3
15749,19664,41.5
17699,3252,64.2
16399,6937,40.3
9360,25438,65.7
11500,2481,60.1
13999,9377,51.4
12204,22688,57.7
11389,36608,74.3
10799,13967,64.2
9499,31309,60.1
19500,1520,64.2
9995,34040,74.3
14399,29462,45.6
5448,66471,54.3
16399,12689,39.2
9499,17378,65.7
16999,16644,60.1
8299,60002,47.9
8899,49470,74.3
12899,6207,49.6
14999,33883,56.5
9770,27589,64.2
10249,24449,58.9
11127,22292,47.9
16999,65853,48.7
10799,12249,64.2
10699,39296,64.2
13799,14082,57.7
10185,53717,64.2
16051,11035,41.5
10210,21018,74.3
10998,7096,43.5
10599,39329,45.6
5299,69000,47.9
3499,124000,65.7
5499,59000,47.9
1999,63000,35.3
3499,74000,68.9
3899,126000,56.5
10495,42277,60.1
7699,34263,88.3
11999,55686,67.3
11128,25595,47.9
10799,30555,58.9
14799,17339,64.2
10999,25627,78.5
8825,21297,62.8
7175,40003,62.8
6800,22421,78.5
18498,5532,48.7
6499,71500,61.4
17999,95,48.7
8499,31120,57.7
7999,18800,57.7
9599,7916,43.5
13999,16908,54.3
10499,25000,65.7
22998,1000,49.6
12999,44000,60.1
10998,2296,43.5
15999,15000,60.1
16799,4660,60.1
6999,34772,54.3
10999,8146,65.7
15999,8340,60.1
14999,6177,58.9
16998,4152,60.1
14499,10050,60.1
14998,10464,58.9
11999,20007,57.7
28998,2985,34.5
19998,12030,42.2
8499,15001,55.4
9999,18916,65.7
10499,31803,65.7
7999,30900,65.7
10999,42368,47.9
13399,9829,58.9
9699,17330,65.7
17499,5700,50.4
18200,804,48.7
16499,15100,44.8
15999,4443,48.7
10414,23998,62.8
12999,17303,51.4
16749,28493,38.2
18681,17515,41.5
13249,8727,51.4
15999,25490,60.1
12999,15608,54.3
8999,29127,65.7
9999,12000,64.2
6999,62000,57.7
5999,61686,65.7
8499,12412,65.7
9999,13759,52.3
8999,25000,55.4
10999,34844,47.9
9933,16186,44.8
3999,127544,47.9
8444,42787,65.7
11211,22766,60.1
10483,25000,74.3
4352,128046,44.1
10999,45709,46.3
12222,38600,64.2
3888,50425,57.7
19710,5691,47.9
17999,12014,60.1
7299,37216,44.1
17999,17984,62.8
5999,18233,42.8
7999,28907,54.3
13583,21718,67.3
12918,45962,45.6
11499,21023,60.1
17986,52835,51.4
17998,28177,54.3
3999,32966,57.7
20499,2554,47.9
15999,999,45.6
10299,57815,60.1
14999,26476,57.7
4699,39620,50.4
16999,10678,52.3
9399,18485,68.9
32999,49,43.5
14299,2698,58.9
16499,3205,45.6
9299,20966,57.7
17499,15,53.3
14299,4216,58.9
14499,9033,55.4
20499,3572,70.6
25499,1274,38.7
19499,5556,47.9
12999,12843,64.2
5299,78767,47.9
9499,30825,61.4
16498,5826,60.1
20999,3952,50.4
22999,1977,49.6
17499,8140,60.1
10999,42632,74.3
10999,56308,54.3
11999,21384,54.3
7999,51976,61.4
15999,8706,80.7
13499,24234,64.2
3999,61008,57.7
3699,60466,51.4
3299,61437,57.7
7599,31141,52.3
6395,89770,67.3
9495,29000,44.8
11299,23624,74.3
14999,9772,58.9
10499,26759,44.8
14499,9023,60.1
11999,26898,57.7
9999,17453,53.3
8999,33460,60.1
9999,19249,47.9
15499,3765,55.4
14999,14498,54.3
11499,27354,61.4
14299,9804,65.7
21499,10265,42.2
11699,24904,56.5
24999,4985,42.2
11499,18386,55.4
9299,16218,88.3
25999,11112,53.3
14499,4266,58.9
19999,4185,47.9
10499,13625,65.7
10000,89206,57.7
4699,67226,56.5
9500,67311,47.9
15124,17354,74.3
13999,46502,54.3
3250,43000,55.4
12495,18894,62.8
8995,13759,54.3
6995,56005,55.4
9895,10228,57.7
21699,11804,49.6
23999,5834,50.4
10999,11264,62.8
17998,10222,74.3
18699,4267,51.4
16499,4340,45.6
9999,21973,68.9
14999,13994,53.3
10299,8161,65.7
6500,43181,65.7
8500,37695,74.3
5799,45787,54.3
8299,45500,78.5
14499,32792,56.5
5699,51338,61.4
10000,19498,74.3
8199,88570,49.6
8000,55632,47.1
8000,63958,47.9
6495,41896,54.3
10995,30760,58.9
17995,15393,54.3
7995,26220,57.7
8211,46282,61.4
8999,9467,65.7
13487,53930,52.3
12434,30970,52.3
10587,50526,74.3
14555,11590,38.2
5999,42012,65.7
4499,72279,47.9
14598,10555,55.4
14299,5759,48.7
15999,8910,48.7
7799,45343,61.4
13499,30555,67.3
9599,62350,47.9
13299,31976,61.4
9999,30375,68.9
8399,65929,47.9
8749,56109,47.9
14199,13883,58.9
6561,39381,65.7
9078,16813,57.7
4490,52762,48.7
5990,108343,47.1
6490,64384,78.5
12495,8629,54.3
10600,29358,65.7
15299,2299,54.3
15699,9004,60.1
15999,4857,60.1
9699,9000,43.5
20499,13211,31
17999,2000,51.4
9599,23319,64.2
8000,66210,88.3
9195,95150,62.8
9795,102940,67.3
9000,61190,78.5
12295,74000,52.3
6000,49450,76.4
7000,76890,74.3
4500,97930,47.9
9600,16505,53.3
14800,35712,39.2
12999,18961,58.9
10999,13660,47.9
16199,13182,64.2
8150,69382,27.4
8999,18086,60.1
11000,30409,68.9
16300,15825,60.1
7695,32290,65.7
10499,54429,58.9
6000,31124,54.3
10299,17852,62.8
6299,90378,74.3
5500,67375,78.5
5299,64231,65.7
8700,42026,53.3
15500,14766,64.2
15400,29004,54.3
10500,15627,44.1
11768,15375,57.7
11799,28333,60.1
16499,32253,67.3
14199,51244,60.1
7999,15107,65.7
13000,10834,57.7
12000,28346,64.2
5500,25766,57.7
7500,29845,65.7
16000,29725,60.1
8200,20387,65.7
7500,31994,76.4
11300,13550,65.7
12798,8000,88.3
16998,1088,45.6
18999,20,45.6
15299,21851,64.2
8999,12052,54.3
5999,41886,54.3
20999,2000,51.4
13998,5674,48.7
16999,24242,54.3
6299,28543,54.3
10200,30737,65.7
13200,18331,60.1
7200,39315,78.5
8800,30612,65.7
16600,21480,38.2
21000,9193,55.4
6999,29624,67.3
9499,12499,44.1
15299,14710,60.1
9700,30284,64.2
12500,26545,64.2
5300,17427,57.7
11300,14577,65.7
12000,45032,78.5
16500,27415,60.1
12000,14620,60.1
10100,38902,56.5
10800,29783,56.5
10500,11518,52.3
9400,48153,74.3
9500,33496,74.3
9999,26088,68.9
7699,16001,57.7
8299,16060,78.5
6499,41048,58.9
9299,18518,44.8
16998,2121,51.4
12799,21718,62.8
6499,25797,48.7
16998,5568,60.1
14998,6564,58.9
13998,7126,62.8
19698,3520,39.2
12498,12831,65.7
7299,45310,60.1
7499,4189,54.3
10999,20254,60.1
14999,23624,54.3
9699,9936,65.7
13499,27064,48.7
21999,2500,50.4
9299,39904,61.4
17299,861,45.6
20799,9333,47.9
14999,1519,48.7
11299,10360,64.2
8999,9181,65.7
6799,58873,60.1
8499,46301,74.3
12999,9921,58.9
14799,442,56.5
20999,11386,54.3
13799,7463,53.3
12399,18227,80.7
10999,2889,43.5
18999,22017,48.7
7999,26213,78.5
11699,18678,54.3
21999,7550,29.1
13799,1715,45.6
15999,5153,60.1
11999,3409,55.4
15699,6195,60.1
11899,48792,52.3
10499,308,47.9
16399,935,45.6
8199,30510,54.3
17799,1524,51.4
19999,14089,38.2
21799,6083,37.2
11000,35654,61.4
8400,19678,44.1
22000,32315,44.1
8300,23255,65.7
11250,6746,60.1
7999,12410,52.3
13100,11581,55.4
12000,21569,60.1
10650,20000,68.9
9700,12955,65.7
7400,15589,54.3
10400,25400,74.3
13300,22071,38.2
9400,17544,44.1
10800,22965,51.4
8200,31272,65.7
11000,27878,74.3
6995,34645,54.3
10495,8311,74.3
15995,7637,38.2
9495,6600,44.8
14995,14643,58.9
6495,48704,65.7
11495,15344,65.7
12000,24773,45.6
8300,38043,65.7
19000,31295,47.9
8500,22637,65.7
10300,36500,47.9
10700,10000,55.4
8500,41904,60.1
11000,14621,74.3
8350,46935,60.1
16500,19709,41.5
7700,54803,60.1
13500,47922,64.2
15500,28860,52.3
12500,12500,49.6
10500,30933,60.1
8300,18381,60.1
9650,23300,60.1
11500,34468,67.3
12950,15000,45.6
13000,8000,45.6
12300,11173,56.5
13250,25000,45.6
11100,42500,67.3
10900,7342,55.4
12700,16284,45.6
13100,27363,52.3
9000,22311,57.7
7600,17838,54.3
10200,29550,47.9
12600,12663,58.9
9799,28407,58.9
12199,17954,74.3
14599,30791,38.2
16799,433,45.6
14999,24877,64.2
17399,246,45.6
14999,25535,60.1
6999,50395,61.4
10999,16255,68.9
11999,12485,60.1
9000,26825,44.1
12200,44325,38.2
12000,19690,45.6
11700,25971,45.6
13700,27970,60.1
15000,24587,45.6
9500,21844,55.4
8500,23676,62.8
8700,15000,65.7
10200,26150,47.9
15999,2410,53.3
12999,8732,58.9
12999,9307,58.9
14199,6335,48.7
17499,32849,54.3
8299,36711,64.2
14399,6967,48.7
8799,10380,65.7
17999,23598,53.3
8200,21731,65.7
10800,40000,74.3
11200,14341,74.3
15500,42200,54.3
10000,27127,65.7
13000,38181,45.6
10700,26715,60.1
15400,18000,38.2
9800,27861,60.1
16500,47760,54.3
9400,25000,44.1
10500,6693,44.8
14800,32469,56.5
6900,37052,54.3
14800,59220,54.3
14000,24000,45.6
8700,31399,65.7
14500,31543,45.6
14500,43250,60.1
10750,45000,45.6
14999,24877,64.2
19199,36142,48.7
22599,5866,37.7
13699,41445,56.6
15999,183,55.4
10499,24365,60.1
16799,433,45.6
11999,6150,65.7
8999,40561,62.8
9999,22998,64.2
10200,12427,61.4
15900,30884,67.3
9800,22824,64.2
10100,38638,74.3
10500,13642,58.9
10800,15903,51.4
9850,19243,44.8
10000,24891,52.3
8400,36701,53.3
19500,28746,48.7
10700,47408,78.5
10500,11896,52.3
25500,12145,47.9
7800,29512,65.7
7900,29326,65.7
9100,38379,74.3
17700,14606,38.2
7500,44264,65.7
8200,29529,65.7
11600,22321,68.9
8700,12110,65.7
8900,35500,62.8
7995,41589,65.7
8495,11562,57.7
9995,24826,65.7
15295,5551,48.7
10295,46713,60.1
10995,24449,60.1
15600,12000,58.9
10200,10000,44.1
7900,14175,65.7
20200,6808,38.2
12000,20000,45.6
14250,13353,45.6
9450,8724,52.3
9450,17000,44.1
9650,27000,61.4
10800,31593,60.1
9300,48906,78.5
8650,27241,62.8
12489,13530,74.3
14989,22182,60.1
9989,16019,57.7
14295,10585,57.7
9295,35150,65.7
10795,41008,56.5
16495,25352,60.1
14695,9316,53.3
4495,77000,47.9
4695,67000,47.9
12200,38773,67.3
9800,24076,58.9
7500,36421,65.7
12000,21750,45.6
7100,33428,65.7
11800,16612,74.3
8100,39612,67.3
11000,25921,47.9
10150,29301,74.3
11250,29463,62.8
13495,6019,65.7
13995,15080,54.3
13489,11268,58.9
9489,38000,74.3
11489,7199,58.9
7489,33000,54.3
10789,22000,51.4
9789,21899,57.7
10989,20000,60.1
12299,12100,60.1
10989,11256,60.1
10489,11704,65.7
10489,15402,65.7
22500,4030,31
13489,3549,74.3
13799,8244,54.3
15999,27858,62.8
6789,31000,44.1
10489,19137,65.7
10489,19510,65.7
8489,8200,57.7
17289,8955,45.6
14689,29712,54.3
15489,6706,64.2
8489,36820,68.9
10489,12416,51.4
14489,13765,58.9
14489,16816,64.2
15489,3916,48.7
7189,28101,54.3
14289,2282,48.7
19289,28492,56.5
17289,12030,60.1
7999,15074,54.3
9800,44162,70.6
16500,30000,54.3
8600,26068,65.7
8000,50000,60.1
12400,29608,57.7
7250,38830,65.7
23000,13649,47.9
13700,36547,57.7
11500,20733,51.4
12200,54000,60.1
11999,20479,47.9
10999,16714,74.3
16999,3211,60.1
6699,20301,57.7
24999,6746,34.5
11999,4800,58.9
9989,25379,65.7
13989,7534,57.7
12000,36638,54.3
12289,14112,60.1
11489,18377,65.7
11889,9610,60.1
11489,19942,74.3
8289,21000,65.7
9989,14826,64.2
9989,23591,65.7
32489,667,37.2
9989,17221,65.7
7389,60420,44.1
8289,60462,53.3
7389,8741,54.3
22389,8002,38.7
16989,2120,60.1
13989,21,53.3
19989,7600,46.3
14200,27252,64.2
10200,27912,74.3
10900,41000,54.3
18200,2331,47.9
12500,61051,54.3
11000,47932,58.9
10200,43234,74.3
10300,51186,51.4
10700,18483,60.1
17489,9028,41.5
15289,23815,41.5
9589,8659,65.7
8789,23447,52.3
17989,15623,74.3
19989,7895,40.3
5489,75000,61.4
13289,20050,60.1
15250,4500,58.9
10489,3960,60.1
15789,8800,60.1
9989,22922,65.7
7989,36971,44.1
7989,45830,68.9
7349,57836,44.1
18500,21181,54.3
35488,12,30.7
35989,12,30.7
13449,29765,31
9489,18708,47.9
7489,29094,65.7
11400,33962,60.1
10800,19022,44.1
18000,881,60.1
8489,31902,65.7
14489,7953,64.2
12489,30050,48.7
8489,59630,68.9
16949,39140,51.4
3989,73994,68.9
3789,71672,67.3
7989,12800,57.7
10589,59455,60.1
8289,43839,61.4
7589,54797,68.9
9489,37069,57.7
8389,36335,53.3
8949,43931,61.4
8489,68127,57.7
9989,31856,60.1
9689,31432,60.1
14000,33389,64.2
8000,26358,47.9
21700,21213,47.9
7700,30575,42.8
9000,40249,78.5
15000,23353,60.1
10500,22249,60.1
13000,24716,74.3
15500,35936,60.1
15700,17326,54.3
8000,21155,65.7
19700,19076,48.7
13000,15362,74.3
18000,8607,47.9
7500,55478,62.8
14800,368,58.9
11200,21467,68.9
12500,18605,57.7
10300,18667,65.7
9700,26097,47.9
10700,44901,74.3
14000,23738,45.6
14800,33406,60.1
18800,7559,36.7
9200,9530,54.3
14300,25595,60.1
10300,27516,65.7
9800,25708,65.7
11000,24934,52.3
10500,24518,65.7
20800,27471,48.7
10000,22060,65.7
24800,8970,47.9
10000,10051,43.5
11200,23898,74.3
9500,27804,62.8
8600,10631,57.7
11000,22728,65.7
11800,13601,60.1
10500,20701,45.6
14000,11524,54.3
13500,25535,74.3
9300,20901,55.4
7800,40857,57.7
18500,7892,51.4
20500,30255,48.7
13300,1987,48.7
17000,18582,54.3
9700,28826,62.8
15000,33808,54.3
9000,54764,64.2
8700,37929,55.4
12500,14063,58.9
13500,11941,57.7
12800,13385,56.5
5000,35130,57.7
12000,25060,51.4
9689,11000,55.4
11989,26672,47.9
17000,16556,74.3
12989,17989,74.3
16289,8724,80.7
18139,17522,50.4
10789,21847,60.1
13000,8243,58.9
17249,7956,74.3
18489,9567,57.7
9999,19801,65.7
10989,17161,61.4
6889,36000,54.3
8189,22887,54.3
10489,24121,61.4
10289,20809,65.7
4200,51028,57.7
8300,47361,61.4
14800,31288,60.1
9400,9405,54.3
12300,27823,67.3
13400,24494,64.2
18000,14557,74.3
17800,1080,44.1
18500,28563,56.5
16000,6348,60.1
11000,21979,88.3
13000,1446,51.4
11000,33455,68.9
16000,8497,62.8
17000,4076,58.9
8700,61294,74.3
10700,20409,62.8
8700,19706,54.3
9800,20498,61.4
10000,18896,74.3
9000,44317,74.3
9400,30347,64.2
10200,25524,44.8
17000,12143,60.1
12000,12983,57.7
8000,32560,62.8
10300,36569,47.9
11700,37867,47.9
13000,9738,57.7
6500,34522,54.3
7000,30709,65.7
10800,26247,65.7
6800,32638,54.3
9800,18647,65.7
17600,9127,60.1
15800,27293,60.1
12000,24163,45.6
8600,19873,54.3
9000,32469,65.7
25500,20318,47.9
7000,44720,65.7
11000,31680,65.7
17500,22864,41.5
11200,20867,56.5
11500,17450,56.5
13800,22889,58.9
10300,17933,65.7
10400,26677,78.5
16400,3947,51.4
11300,21786,74.3
9000,25653,65.7
8400,22422,54.3
15500,16686,60.1
10500,12542,65.7
8100,6205,57.7
10300,17586,65.7
17000,56372,52.3
18000,10279,38.2
9300,33259,78.5
10300,20914,65.7
8200,35865,65.7
8100,16158,54.3
8700,24360,78.5
8000,32737,65.7
7500,33399,65.7
19000,8938,41.5
10700,36004,47.9
9900,15920,65.7
8300,11586,47.1
6000,50081,58.9
5995,59674,65.7
8995,36000,44.8
15800,2261,45.6
15100,18100,54.3
9600,17457,65.7
11900,17144,60.1
10000,14005,55.4
11300,14619,65.7
16000,26672,60.1
14400,28892,54.3
10600,19856,55.4
12700,25746,74.3
11000,12518,65.7
10800,20615,62.8
6500,17597,80.7
12500,10956,60.1
11300,16617,60.1
12500,21697,51.4
10700,43914,47.9
12500,15183,57.7
13200,2096,64.2
7700,52210,55.4
9500,34319,64.2
15500,8555,60.1
7900,41398,67.3
6300,42700,54.3
8600,17050,54.3
7500,46683,65.7
8700,19928,54.3
16100,27009,60.1
11500,6071,74.3
12600,16043,60.1
11700,20691,60.1
9600,27036,74.3
9000,33161,44.8
12500,11260,60.1
13000,12910,58.9
16500,29072,60.1
10300,12218,65.7
8200,34318,54.3
8800,47156,62.8
9500,29809,65.7
21500,11704,55.4
9200,32463,65.7
9000,40789,62.8
9900,18139,60.1
12500,17560,51.4
8500,33403,61.4
10700,26762,65.7
13700,30274,64.2
9000,33327,65.7
15800,9816,51.4
11500,46754,60.1
10000,30697,68.9
10500,27958,65.7
14000,28964,60.1
21000,6277,29.1
14300,24579,60.1
7200,36740,54.3
17200,15378,38.2
11600,16127,60.1
11000,40615,47.9
10000,20109,65.7
10000,46008,74.3
14000,25930,60.1
11000,19698,65.7
10800,19030,62.8
12500,16778,60.1
10500,15244,65.7
18000,5731,60.1
12000,7626,62.8
15800,30133,60.1
19000,5242,36.7
18200,5730,38.2
10300,28480,65.7
17400,8607,44.1
14000,38621,54.3
8800,38317,65.7
10700,54146,50.4
12000,23423,47.9
22000,17515,47.9
14000,9427,55.4
11700,24775,51.4
11000,18150,64.2
12000,6794,57.7
15000,29683,60.1
17700,1864,60.1
10900,21057,52.3
8400,34670,68.9
18300,9624,67.3
12300,32333,74.3
7700,31299,54.3
11000,31479,74.3
8000,33011,54.3
11800,36069,47.9
9400,11653,44.8
11300,20784,55.4
8900,47393,74.3
12300,14724,60.1
12700,13198,57.7
7400,38676,55.4
12400,13523,60.1
18000,9518,54.3
9800,6806,47.9
7500,13585,65.7
6600,46794,54.3
12000,40017,52.3
12000,14436,46.3
11000,25292,65.7
15000,9930,58.9
7000,38142,65.7
17500,23647,52.3
8400,54451,74.3
9300,8431,47.9
10600,29984,60.1
12000,28733,65.7
10800,18218,74.3
18500,11716,74.3
6500,13592,57.7
9300,33547,74.3
14300,18883,80.7
9400,10791,54.3
17600,16393,41.5
11500,23908,54.3
13500,26159,58.9
9300,26000,61.4
13800,5111,58.9
10800,16959,62.8
10000,19638,62.8
8900,46894,78.5
14000,19947,64.2
13500,30069,48.7
6200,17953,54.3
12500,16936,62.8
16500,26526,56.5
16000,16166,38.2
8500,39643,68.9
12500,7672,58.9
11000,19133,57.7
9000,29033,64.2
10300,14991,65.7
10300,23041,65.7
9500,12438,64.2
6600,19065,57.7
8600,25929,54.3
11400,30144,65.7
12700,21388,74.3
12300,20536,69
14000,51279,54.3
20000,11644,48.7
10800,25591,78.5
6200,15850,57.7
9100,13425,65.7
14200,20986,80.7
14400,16931,80.7
11700,33913,65.7
10200,31804,78.5
6800,32204,54.3
18400,29965,54.3
9000,18659,44.1
7800,27458,57.7
9000,32516,67.3
9600,18810,62.8
8500,12254,64.2
8000,14312,44.1
7699,87489,53.3
10799,21693,51.4
7000,36547,51.4
10499,41600,74.3
8295,90190,74.3
8000,81170,57.7
8500,85810,78.5
8000,99300,67.3
7000,94581,51.4
7499,67331,44.8
5000,92785,40.9
10500,55319,58.9
9299,22186,44.8
12000,80468,61.4
9000,42522,47.1
10000,10200,65.7
6500,88220,74.3
8295,60030,74.3
10295,71480,64.2
8195,35230,47.9
7695,50380,74.3
11695,57420,67.3
11490,19579,60.1
15990,11509,40.3
8100,16744,57.7
9000,29117,65.7
10000,14425,55.4
16800,2220,67.3
9300,18798,88.3
17000,17510,41.5
10500,31779,65.7
6200,18432,57.7
6300,40178,54.3
14500,9961,54.3
22800,273,46.3
9000,25122,65.7
7650,36441,60.1
9375,9633,44.8
9275,27450,61.4
11495,19050,44.8
17650,3323,45.6
8250,18234,65.7
3895,61171,49.6
7895,41818,57.7
7995,25406,54.3
15750,15581,34.4
14000,38955,56.5
18500,5289,40.3
11375,19484,60.1
18250,31718,52.3
11750,25465,74.3
12350,3977,56.5
17325,24451,54.3
9725,18291,74.3
6295,34000,48.7
8795,38886,65.7
7425,24239,57.7
8500,23457,65.7
14985,5400,58.9
9985,13555,65.7
1999,113492,42.2
1299,97556,62.8
2499,87023,62.8
17369,10945,39.2
2495,107000,42.2
2995,98000,54.3
1795,63000,45.6
1795,63000,45.6
3495,137000,53.3
9750,30983,58.9
6925,31358,55.4
9250,21128,65.7
9689,24989,65.7
10998,22526,78.5
4499,31599,57.7
9850,19610,65.7
14695,33896,67.3
8985,24757,64.2
8695,31000,55.4
6495,46000,54.3
7995,23000,47.9
10495,39000,47.9
16325,53204,48.7
7250,33000,76.4
13750,14000,51.4
8750,41000,74.3
18900,16000,41.5
13000,16800,58.9
16250,19500,41.5
13750,38000,67.3
4499,93193,47.9
3399,142963,53.3
2799,89027,55.4
11500,29755,51.4
3989,88733,49.6
29989,4536,37.2
19000,4800,45.6
16000,10150,65.7
7500,68600,47.1
5250,67000,68.9
7750,45000,65.7
13000,3000,61.4
8000,58000,53.3
6250,53000,47.9
11000,38000,60.1
15500,10000,60.1
13500,33700,38.2
20000,100,60.1
16489,17155,67.3
11989,8624,55.4
8289,28405,65.7
28489,15744,20.9
16489,40658,60.1
12489,53628,54.3
14789,10444,60.1
3689,76648,49.6
9388,32780,67.3
12389,14948,65.7
8000,28000,65.7
14500,9000,50.4
4650,52000,50.4
8800,16000,54.3
8000,40000,65.7
8750,19000,54.3
9989,28264,68.9
13989,14413,58.9
13489,29618,64.2
14989,9171,53.3
12489,11623,58.9
7489,51864,67.3
11689,14132,74.3
24989,6760,34.5
13289,13387,74.3
15489,6889,60.1
10689,15337,74.3
12989,9884,60.1
9489,34180,65.7
9000,57547,46.3
8900,25520,54.3
6489,47157,54.3
9989,27590,56.5
11589,17997,60.1
13989,10580,64.2
9489,22798,52.3
12189,10283,60.1
16989,14422,45.6
13189,23139,64.2
16989,24293,54.3
4489,67145,50.4
16489,5529,51.4
17489,17081,56.5
9789,16577,65.7
9289,16086,64.2
9688,17157,65.7
8889,10951,64.2
9889,14085,65.7
16000,28529,54.3
13000,24484,70.6
12000,18116,74.3
13300,20301,78.5
8800,27692,53.3
8000,30226,76.4
17500,26562,58.9
11989,29086,74.3
9489,29307,65.7
8989,16939,65.7
7989,25940,57.7
9989,5561,65.7
8489,25320,54.3
13989,16064,51.4
5989,54581,54.3
10489,21518,62.8
10289,20254,74.3
10700,47610,56.5
16000,30179,52.3
9500,27461,64.2
12700,11151,60.1
9700,11186,65.7
15000,32827,54.3
18400,8230,74.3
10000,27284,65.7
10000,6311,65.7
5200,28192,57.7
8389,18017,54.3
11188,23493,88.3
9489,37566,65.7
8689,30817,53.3
10189,36347,60.1
10989,13496,65.7
14989,35680,52.3
9989,16299,74.3
14989,38284,45.6
8788,33610,64.2
18994,214,51.4
7890,37822,50.4
9990,19391,54.3
18290,28425,52.3
15799,14604,52.3
9998,2332,55.4
18499,8252,31
17299,24277,37.2
13890,5313,45.6
14480,34308,54.3
7299,42324,88.3
13499,5607,38.2
13445,19672,60.1
12899,8918,54.3
17899,25648,35.8
18299,14401,51.4
15899,6562,34.4
16699,13374,60.1
9199,18895,53.3
16499,16000,45.6
3499,65000,57.7
5499,84000,67.3
10199,44000,60.1
6499,72000,44.8
4799,74000,65.7
3495,92836,49.6
7995,18020,54.3
8995,28105,65.7
8495,16967,74.3
13980,12632,60.1
17990,3289,74.3
14990,1850,60.1
10899,13879,51.4
13699,5342,58.9
10280,12257,74.3
12290,5093,58.9
3690,95299,68.9
7994,53296,64.2
8689,32501,64.2
6729,71098,67.3
6650,58745,40.9
4999,83772,76.4
6295,66278,56.5
15000,22006,40.3
9999,60000,78.5
10499,51000,64.2
6499,52000,65.7
7499,29000,54.3
10995,10703,48.7
13995,1900,48.7
1294,59750,43.5
6995,35850,44.1
10290,24088,64.2
8780,15695,65.7
14999,36136,56.5
12199,8600,57.7
6199,40700,54.3
9299,47678,47.9
7599,26536,65.7
13799,7365,55.4
9499,10264,58.9
12610,26052,57.7
8879,12945,47.9
10899,14929,74.3
9000,33917,60.1
10000,19934,65.7
7900,40284,54.3
18800,13476,35.3
16800,8511,60.1
9000,15809,65.7
15700,14594,60.1
10800,9392,44.1
8675,9339,55.4
9200,32000,60.1
7489,51950,62.8
15489,6355,62.8
9989,27240,53.3
8289,409,57.7
10498,12229,58.9
5990,17081,57.7
14498,9966,52.3
8990,33553,65.7
9990,14440,65.7
16475,8346,56.5
3990,111810,62.8
19300,1592,51.4
11000,17025,78.5
12000,40148,60.1
7599,54672,67.3
10999,18821,56.5
12699,8839,57.7
17000,9946,54.3
18869,22218,54.3
7999,18435,54.3
11399,33567,60.1
9611,13390,57.7
8899,94689,62.8
4695,72900,45.6
7695,28200,54.3
7995,27500,47.9
11995,18000,52.3
15800,30767,38.2
8900,26118,54.3
11000,5726,44.1
10200,49766,60.1
11000,12358,60.1
12000,36851,74.3
8999,14268,65.7
9799,48484,65.7
8499,12606,54.3
12999,25659,47.1
7499,32796,65.7
7899,30390,64.2
9899,22115,85.6
4199,57533,57.7
4399,49393,57.7
9199,29778,52.3
10999,47528,54.3
12399,24199,60.1
11899,33271,47.9
14699,18537,38.2
8599,26664,74.3
9299,26805,74.3
9199,45045,74.3
13595,44595,52.3
14499,29386,38.2
9999,40424,53.3
5750,45761,54.3
6995,41198,65.7
8450,23854,74.3
12452,18729,50.4
7999,66442,74.3
11739,40230,64.2
10587,15370,64.2
7499,85989,78.5
11999,8656,58.9
9999,13946,74.3
12399,15420,57.7
7099,74176,74.3
7599,24329,78.5
9199,47304,30.4
8299,13788,54.3
16499,11266,38.2
16499,16258,38.2
7250,39482,78.5
8999,21975,65.7
9850,20764,74.3
10499,48480,54.3
11850,18466,74.3
5699,43288,85.6
7468,66825,74.3
6750,11900,54.3
7560,46924,88.3
14105,13953,54.3
9699,42330,74.3
7299,88993,74.3
8175,36008,67.3
10499,29396,74.3
9799,54750,39.2
7299,57982,65.7
10999,18415,58.9
6699,33542,65.7
9599,27438,57.7
10499,19530,61.4
13946,13724,49.6
15395,26908,67.3
17334,39824,52.3
14399,28397,45.6
13231,11856,57.7
7899,30125,65.7
4599,73611,76.4
7495,29352,67.3
9195,43391,48.7
8494,76215,78.5
11595,25392,60.1
7983,29390,44.8
